,Project,LongName,Name,AD,CD,TCD,CLOC,TCLOC,PDA,TPDA,LLOC,LOC,TLOC,NG,TLLOC,TNA,TNG,TNM,TNOS,TNPM,NCL,ReuseRate,ReuseRate_lbl
444,junit/junit,org.junit,junit,1.0,0.36260404070991203,-0.149717879655475,-0.9625703564727955,-0.944825310879195,-0.8999444135630906,-0.9114024984495437,-0.993375342494793,-0.9849774358663719,-0.9499588312930607,-0.9918809201623816,-0.9551031684277491,-0.9347181008902077,-0.9531816683151995,-0.9373650656574636,-0.9496854301887419,-0.9561369528293453,-0.9820828667413214,0.0,0
445,junit/junit,org.junit.experimental,experimental,-1.0,-1.0,-0.3711994763185279,-1.0,-0.9934403640792008,-1.0,-0.9911402498449544,-0.9994170301395418,-0.9994851137292909,-0.9917632315013258,-0.9945872801082544,-0.991575190914183,-0.9922392147911435,-0.9912078250357182,-0.9888750603235884,-0.9903222058066765,-0.9930272058166215,-0.9955207166853304,0.0,0
446,junit/junit,org.junit.function,function,0.0,0.43589764862291913,0.5056016301978052,-0.999718574108818,-0.9999126675691018,-0.9988882712618121,-0.9998228049968991,-0.9999576021919667,-0.9998864221461671,-0.9999545933379346,-1.0,-0.9999797236845107,-1.0,-1.0,-0.9999492011886922,-1.0,-0.9999404034685181,-1.0,0.0,0
447,junit/junit,org.junit.internal,internal,0.08695600000000003,-0.4735856374561074,-0.5476244586214433,-0.9937460913070669,-0.993450067682634,-0.9722067815453029,-0.9888367148046425,-0.9937675222191013,-0.993041463488506,-0.9885423856054827,-0.9621109607577808,-0.986972467298105,-0.9767176443734307,-0.9870315419276844,-0.9844047649285007,-0.9849438090337146,-0.9891534312703001,-0.9574468085106383,0.0,0
448,junit/junit,org.junit.matchers,matchers,1.0,0.1930506094664861,0.25096586392763287,-0.9979674796747967,-0.9993692657768463,-0.9877709838799333,-0.99805085496589,-0.9994912263036001,-0.9990535178847261,-0.9996216111494545,-1.0,-0.999756684214128,-1.0,-1.0,-0.9994920118869218,-0.9998340000996,-0.9994040346851814,-0.9977603583426652,4.0,3
449,junit/junit,org.junit.rules,rules,0.746836,0.16673891355884063,0.22337689733951116,-0.9683552220137586,-0.9901799533256674,-0.9232907170650362,-0.9877735447860371,-0.9916582312694434,-0.9848790017263834,-0.9939548597236854,-0.9783491204330176,-0.9960106349274741,-0.993837023510614,-0.9982415650071437,-0.993396154529984,-0.9956840025895984,-0.9957686462647873,-0.9440089585666294,5.307617129104063,4
450,junit/junit,org.junit.runner,runner,0.7662340000000001,-0.07878368036039096,0.0027064850164684184,-0.983833646028768,-0.9912667569101786,-0.9244024458032241,-0.9794453796402941,-0.9931421545506097,-0.989997577005785,-0.9932919224575296,-0.93234100135318,-0.994667329026306,-0.98972837251769,-0.9931860644026816,-0.9906022199080542,-0.994356003386398,-0.9912989064036473,-0.9641657334826428,0.0,0
451,junit/junit,org.junit.runners,runners,0.7777779999999981,-0.15830987901929505,-0.2346073421969177,-0.9790494058786742,-0.9897238839643101,-0.9733185102834908,-0.9845840347302206,-0.9896019375798272,-0.9861662174031559,-0.9897380943732065,-0.9485791610284168,-0.9901152961989512,-0.9869892718557407,-0.985053302560721,-0.9869955043051992,-0.9884630069221958,-0.9928484162221759,-0.9574468085106383,0.0,0
452,junit/junit,org.junit.validator,validator,1.0,-0.23456733790597395,-0.19741029943140975,-0.9970919324577862,-0.9990975648807184,-0.9855475264035576,-0.9976964649596881,-0.9983146871306754,-0.9977435866371869,-0.9990979209802996,-0.9891745602165088,-0.9991940164592991,-0.9988587080575211,-0.9991207825035718,-0.9990856213964593,-0.9993360003983998,-0.9995232277481451,-0.9820828667413214,0.0,0
453,junit/junit,org.junit.experimental.categories,categories,-0.23809599999999997,-0.17916468765490723,-0.13931819195057205,-0.9929956222639149,-0.9978263928309777,-0.991106170094497,-0.9985824399751927,-0.9963749874131508,-0.9951161522851865,-0.9980475135311853,-0.9945872801082544,-0.9982663750256622,-0.9988587080575211,-0.9995603912517859,-0.9976632546798405,-0.9980246011852393,-0.9988080693703626,-0.9820828667413214,5.307617129104063,4
454,junit/junit,org.junit.experimental.max,max,1.0,-0.43262476070377454,-0.40508218950179575,-0.9971857410881801,-0.9991266756910179,-0.9844357976653697,-0.9975192699565872,-0.9974667309700088,-0.997190841081867,-0.998876941891581,-0.986468200270636,-0.9987884901495124,-0.997945674503538,-0.9989009781294648,-0.99837443803815,-0.9985724008565595,-0.9989868589648082,-0.9843225083986562,1.0,0
455,junit/junit,org.junit.experimental.results,results,0.8571419999999981,-0.3286244952223738,-0.29603335207249104,-0.9982489055659788,-0.9994565982077445,-0.9855475264035576,-0.9976964649596881,-0.9987598641150253,-0.9984780567586395,-0.9993915507283229,-1.0,-0.999406917771937,-0.9995434832230085,-1.0,-0.9988316273399203,-0.9994854003087598,-0.9986888763073989,-0.9843225083986562,5.307617129104063,4
456,junit/junit,org.junit.experimental.runners,runners,1.0,0.01044503394221219,0.0594959130880135,-0.9994058786741714,-0.9998156315347705,-0.9977765425236242,-0.9996456099937981,-0.9997880109598334,-0.9996516945815792,-0.9998607529029993,-1.0,-0.9998986184225533,-1.0,-1.0,-0.9998984023773844,-0.99990040005976,-0.9999404034685181,-0.9977603583426652,5.307617129104063,4
457,junit/junit,org.junit.experimental.theories,theories,-0.548388,-0.23092733898449214,-0.4692549173972944,-0.992057535959975,-0.9972150658146903,-0.9922178988326849,-0.9976964649596881,-0.9954316361844092,-0.9940636641730017,-0.9957923159819342,-0.9756427604871448,-0.9954935888824962,-0.9965761241725634,-0.9931860644026816,-0.994513728378756,-0.9946050032369981,-0.9969605768944247,-0.9776035834266518,0.0,0
458,junit/junit,org.junit.internal.builders,builders,-0.7391300000000001,-0.448028904287732,-0.42123410932285676,-0.997936210131332,-0.9993595621734132,-0.9966648137854364,-0.9994684149906973,-0.9980708997344837,-0.9978193052064088,-0.9991281920883432,-0.9945872801082544,-0.9990774276452354,-0.9990869664460169,-0.9995603912517859,-0.998882426151228,-0.9991534005079596,-0.999106052027772,-0.9820828667413214,5.307617129104063,4
459,junit/junit,org.junit.internal.management,management,1.0,-0.3680547057615686,-0.3373776563296844,-0.9975609756097561,-0.9992431189322155,-0.991106170094497,-0.9985824399751927,-0.9981132975425171,-0.9976072932125875,-0.999043432985821,-0.9702300405953992,-0.9990977039607247,-0.997945674503538,-0.9975821518848225,-0.9991872190190749,-0.9994522003286798,-0.9993444381536994,-0.9776035834266518,2.0,1
460,junit/junit,org.junit.internal.matchers,matchers,-0.25,-0.5512244292668378,-0.5294391410579996,-0.9988430268918074,-0.999640966672974,-0.9933296275708727,-0.9989368299813945,-0.9985796734308836,-0.9984023381894176,-0.9993612796202792,-1.0,-0.9993207434311074,-0.9990869664460169,-1.0,-0.9988316273399203,-0.9994356003386398,-0.9992848416222175,-0.9910414333706606,5.307617129104063,4
461,junit/junit,org.junit.internal.requests,requests,-0.6,-0.5100623673889302,-0.48627891475279217,-0.99906191369606,-0.999708891897006,-0.9977765425236242,-0.9996456099937981,-0.9989718531551919,-0.9988793651755157,-0.9995519876009541,-0.9918809201623816,-0.9995082993493837,-0.9981739328920338,-0.9993405868776789,-0.9995428106982297,-0.9995684002589599,-0.9995232277481451,-0.9888017917133258,2.0,1
462,junit/junit,org.junit.internal.runners,runners,-0.703704,-0.8326990125336259,-0.6530892966074879,-0.9977173233270794,-0.9974382486936524,-0.991106170094497,-0.9966332949410827,-0.9911812559290685,-0.9920798376593876,-0.9942394081392956,-0.93234100135318,-0.9929489112885852,-0.9874457886327322,-0.9936256731508957,-0.9917197937568261,-0.9912020052787969,-0.9945171191036681,-0.961926091825308,0.0,0
463,junit/junit,org.junit.runner.manipulation,manipulation,0.8666659999999999,-0.015339847306711896,0.03245933476359841,-0.9970606629143215,-0.9990878612772853,-0.9844357976653697,-0.9975192699565872,-0.9988976569911335,-0.9982509010509737,-0.9993007374041919,-1.0,-0.9994728157972774,-0.9990869664460169,-1.0,-0.9990348225851515,-0.9995518002689199,-0.9988676659018445,-0.9843225083986562,5.307617129104063,4
464,junit/junit,org.junit.runner.notification,notification,0.942858,0.015943402683436414,0.06526119374583406,-0.9909631019387117,-0.997195658607824,-0.962201222901612,-0.993975369894569,-0.9968095649454923,-0.9949722870036648,-0.9979899984259024,-0.9837618403247632,-0.9984742072594278,-0.997945674503538,-0.9986811737553577,-0.9970536689441467,-0.9986388008167195,-0.9974969456777616,-0.9664053751399776,5.307617129104063,4
465,junit/junit,org.junit.runners.model,model,0.31818199999999996,-0.29824554126058034,-0.26417968711771855,-0.9887429643527205,-0.9965067027640714,-0.9355197331851028,-0.9897226898201471,-0.9925379857861348,-0.9907320471272375,-0.9962948163754586,-0.8863328822733424,-0.9964313684738778,-0.995891349007076,-0.9907682162875041,-0.9944629295674481,-0.9958832024700786,-0.9952918740129324,-0.9641657334826428,5.307617129104063,4
466,junit/junit,org.junit.runners.parameterized,parameterized,-0.333334,-0.7954144309883167,-0.785483062449233,-0.9990931832395247,-0.9997185955004391,-0.9944413563090606,-0.9991140249844954,-0.9971911452177923,-0.9974331405033771,-0.9989738094373206,-0.9810554803788903,-0.9986566940988318,-0.9984021912805295,-0.9984613693812507,-0.9985776332833811,-0.9984064009561594,-0.9993444381536994,-0.9888017917133258,5.0,4
467,junit/junit,org.junit.experimental.theories.internal,internal,-0.703704,-0.9343053824280348,-0.9311163136129998,-0.9995622263914947,-0.9998641495519361,-0.9955530850472485,-0.9992912199875964,-0.9954634345404343,-0.995850622406639,-0.9983411432792086,-0.9431664411366711,-0.9978304342426416,-0.9984021912805295,-0.9953841081437521,-0.9976124558685326,-0.9970286017828389,-0.9986292797759171,-0.9843225083986562,5.0,4
468,junit/junit,org.junit.experimental.theories.suppliers,suppliers,0.333334,-0.19576764569847527,-0.15672712128510724,-0.9994058786741714,-0.9998156315347705,-0.9977765425236242,-0.9996456099937981,-0.9996820164397501,-0.9995608322985129,-0.9998244275733469,-0.9972936400541272,-0.99984792763383,-1.0,-0.9997801956258929,-0.9998984023773844,-0.99990040005976,-0.9999404034685181,-0.9977603583426652,3.0,2
469,junit/junit,org.junit.internal.runners.model,model,-0.538462,-0.5308653241880521,-0.5080917268983725,-0.9994058786741714,-0.9998156315347705,-0.9966648137854364,-0.9994684149906973,-0.9993110356194584,-0.9992200987370142,-0.9996882075871505,-1.0,-0.9996705098732984,-0.9993152248345126,-1.0,-0.9993904142643062,-0.9997178001693199,-0.9994040346851814,-0.9932810750279956,5.307617129104063,4
470,junit/junit,org.junit.internal.runners.rules,rules,1.0,-0.41893587587085146,-0.390728793673197,-0.9977485928705441,-0.9993013405528143,-0.9977765425236242,-0.9996456099937981,-0.9980391013784587,-0.9977663022079535,-0.9991070023127127,-1.0,-0.9990622204086185,-0.9974891577265464,-1.0,-0.9988316273399203,-0.9992530004481998,-0.9993444381536994,-0.975363941769317,3.0,2
471,junit/junit,org.junit.internal.runners.statements,statements,-0.47826,-0.49289111321744994,-0.46827410201567565,-0.9968730456535334,-0.9990296396566866,-0.9933296275708727,-0.9989368299813945,-0.9967247693294257,-0.9965245176727141,-0.998610556140797,-0.9891745602165088,-0.9984336546284492,-0.9956630906185803,-0.9991207825035718,-0.9985776332833811,-0.9978752012748793,-0.9989272624333264,-0.9820828667413214,5.307617129104063,4
472,log4j/log4j,<root_package>,<root_package>,-1.0,-1.0,0.007993319146669009,-1.0,-0.8652072447103232,-1.0,-0.8079206166386108,-1.0,-1.0,-0.8974959739426303,-1.0,-0.9184942808117623,-0.8340561515635699,-0.9384547752500275,-0.9223286175103502,-0.8886140668315599,-0.9254447391161834,-1.0,0.0,0
473,log4j/log4j,org,org,-1.0,-1.0,0.007993319146669009,-1.0,-0.8652072447103232,-1.0,-0.8079206166386108,-1.0,-1.0,-0.8974959739426303,-1.0,-0.9184942808117623,-0.8340561515635699,-0.9384547752500275,-0.9223286175103502,-0.8886140668315599,-0.9254447391161834,-1.0,0.0,0
474,log4j/log4j,org.apache,apache,-1.0,-1.0,0.007993319146669009,-1.0,-0.8652072447103232,-1.0,-0.8079206166386108,-1.0,-1.0,-0.8974959739426303,-1.0,-0.9184942808117623,-0.8340561515635699,-0.9384547752500275,-0.9223286175103502,-0.8886140668315599,-0.9254447391161834,-1.0,0.0,0
475,log4j/log4j,org.apache.log4j,log4j,0.9385239999999999,0.10723789415173512,0.007993319146669009,-0.8049405878674172,-0.8652072447103232,-0.4741523068371317,-0.8079206166386108,-0.9422647849106202,-0.9024517672714056,-0.8974959739426303,-0.7726657645466847,-0.9184942808117623,-0.8340561515635699,-0.9384547752500275,-0.9223286175103502,-0.8886140668315599,-0.9254447391161834,-0.9081746920492721,0.0,0
476,log4j/log4j,org.apache.log4j.config,config,0.08333400000000002,-0.3145622771667326,-0.2812884999940193,-0.9939649781113196,-0.998127204537405,-0.9855475264035576,-0.9976964649596881,-0.9958556142647426,-0.9950404337159645,-0.9980172424231416,-0.9891745602165088,-0.9980179901609179,-0.9972608993380506,-0.9991207825035718,-0.9985776332833811,-0.9970950017429989,-0.9988676659018445,-0.9910414333706606,2.0,1
477,log4j/log4j,org.apache.log4j.helpers,helpers,0.4326239999999999,-0.19072142497142963,-0.15143593764101937,-0.9572232645403377,-0.9867254705034715,-0.8877153974430239,-0.9821033046868078,-0.977338371606188,-0.9698337220219887,-0.9879399905554143,-0.9512855209742895,-0.9891623093709526,-0.9707829262725405,-0.9960435212660732,-0.9922277818699042,-0.9837486097508341,-0.9926696266277303,-0.9260918253079508,5.307617129104063,4
478,log4j/log4j,org.apache.log4j.jdbc,jdbc,0.10000000000000009,0.11067255980072299,0.16458886763668068,-0.9943402126328955,-0.9982436477786026,-0.9877709838799333,-0.99805085496589,-0.998335886034692,-0.9969636853742012,-0.9987861285674501,-0.9783491204330176,-0.9992041546170438,-0.997945674503538,-0.9982415650071437,-0.9988316273399203,-0.9988878006673196,-0.9988676659018445,-0.9977603583426652,0.0,0
479,log4j/log4j,org.apache.log4j.jmx,jmx,-0.7272719999999999,-0.6733624671518617,-0.6575062279601975,-0.9936522826766729,-0.9980301685030736,-0.9933296275708727,-0.9989368299813945,-0.9884889951189524,-0.9881576157736923,-0.9952655987019748,-0.9566982408660352,-0.9944949803446467,-0.9910979228486647,-0.9964831300142872,-0.9970028701328388,-0.9932272040636776,-0.997735331803689,-0.9843225083986562,2.0,1
