,Project,LongName,Name,AD,CD,TCD,CLOC,TCLOC,PDA,TPDA,LLOC,LOC,TLOC,NG,TLLOC,TNA,TNG,TNM,TNOS,TNPM,NCL,ReuseRate,ReuseRate_lbl
10,ch.qos.logback/logback-classic,ch.qos.logback.classic.helpers,helpers,-0.5,-0.29929917057802335,-0.2652844636451318,-0.9992182614133833,-0.9997574099141716,-0.9988882712618121,-0.9998228049968991,-0.9994806268515918,-0.9993261047339249,-0.9997305871384116,-1.0,-0.9997516151352557,-1.0,-1.0,-0.999746005943461,-0.9996348002191199,-0.9998212104055544,-0.9977603583426652,0.0,0
11,ch.qos.logback/logback-classic,ch.qos.logback.classic.html,html,-0.466666,-0.3369124927666687,-0.3047236808196223,-0.9973108192620388,-0.9991654901047504,-0.9955530850472485,-0.9992912199875964,-0.9980603002824754,-0.9975694339279765,-0.9990282974317992,-0.9918809201623816,-0.9990723585663631,-0.9990869664460169,-0.9993405868776789,-0.9992380178303828,-0.9983068010159194,-0.9993444381536994,-0.9910414333706606,1.0,0
12,ch.qos.logback/logback-classic,ch.qos.logback.classic.jmx,jmx,-0.8064516000000002,-0.6004608591227083,-0.5810656961451346,-0.9978736710444027,-0.9993401549665468,-0.9966648137854364,-0.9994684149906973,-0.9969791561776257,-0.996842535663446,-0.9987376947945803,-0.9756427604871448,-0.9985553125213852,-0.9981739328920338,-0.9980217606330366,-0.9983236392268421,-0.9978420012947993,-0.9983312971185077,-0.9955207166853304,1.0,0
13,ch.qos.logback/logback-classic,ch.qos.logback.classic.joran,joran,-0.666666,-0.732378153369438,-0.4727867226739093,-0.9991244527829893,-0.9979040216584428,-0.9988882712618121,-0.9991140249844954,-0.9979967035704254,-0.9979404549171639,-0.9966943950016346,-1.0,-0.9965783717611754,-0.9933805067336224,-0.9995603912517859,-0.9978664499250718,-0.9947378031573181,-0.9983908936499896,-0.9932810750279956,0.0,0
14,ch.qos.logback/logback-classic,ch.qos.logback.classic.jul,jul,-0.8888888,-0.5824910866693076,-0.5622236019846831,-0.9990306441525953,-0.9996991882935728,-0.9988882712618121,-0.9998228049968991,-0.9986962674029752,-0.9986067783263167,-0.999443011611997,-1.0,-0.9993765032987031,-0.9993152248345126,-1.0,-0.9990856213964593,-0.9991700004979998,-0.9990464554962901,-0.9955207166853304,3.0,2
15,ch.qos.logback/logback-classic,ch.qos.logback.classic.layout,layout,-0.333334,-0.4912650396251734,-0.46656909257179136,-0.9995934959349594,-0.9998738531553693,-0.9988882712618121,-0.9998228049968991,-0.9995760219196668,-0.9995305448708242,-0.9998123191301295,-1.0,-0.9997972368451067,-0.9995434832230085,-1.0,-0.9998984023773844,-0.9996514002091599,-0.9998808069370363,-0.9977603583426652,1.0,0
16,ch.qos.logback/logback-classic,ch.qos.logback.classic.log4j,log4j,0.5,-0.22222245267482876,-0.18446614610234624,-0.99812382739212,-0.9994177837940119,-0.9933296275708727,-0.9989368299813945,-0.9989400547991669,-0.9985916346124724,-0.9994369573903883,-0.9918809201623816,-0.9994930921127667,-0.9988587080575211,-0.9993405868776789,-0.9996444083208453,-0.9990372005776796,-0.999582824279627,-0.9977603583426652,0.0,0
17,ch.qos.logback/logback-classic,ch.qos.logback.classic.net,net,-0.035714000000000024,-0.23435370833964186,-0.1286031644888287,-0.9866791744840525,-0.9932074775968056,-0.9699833240689272,-0.9930893948790644,-0.9922835989379349,-0.9898612835811854,-0.9938579921779457,-0.9594046008119079,-0.9946926744206677,-0.9872175302442365,-0.9942850862732169,-0.9938533438317544,-0.9931110041333975,-0.9958282427962692,-0.973124300111982,0.0,0
18,ch.qos.logback/logback-classic,ch.qos.logback.classic.pattern,pattern,-0.424242,-0.19727342303009676,-0.15491772350792632,-0.9826454033771107,-0.9944495388362469,-0.9788771539744302,-0.9964560999379818,-0.9906830816846769,-0.987271708513796,-0.9947812609732767,-0.9837618403247632,-0.9954378290149005,-0.9926957315681352,-0.9984613693812507,-0.9965964796423764,-0.9930114041931575,-0.9978545248666527,-0.93505039193729,0.0,0
19,ch.qos.logback/logback-classic,ch.qos.logback.classic.selector,selector,-0.652174,-0.3198387200477867,-0.23795646789025737,-0.9974671669793621,-0.9987385315536924,-0.9955530850472485,-0.9991140249844954,-0.998240490966617,-0.9977738740648757,-0.9986559628028624,-0.9648173207036536,-0.9987783519917678,-0.9990869664460169,-0.9971425431366084,-0.9985268344720734,-0.9984728009163194,-0.9985100867129533,-0.9955207166853304,0.0,0
