;Project;LongName;Name;AD;CD;TCD;CLOC;TCLOC;PDA;TPDA;LLOC;LOC;TLOC;NG;TLLOC;TNA;TNG;TNM;TNOS;TNPM;NCL;ReuseRate
168;com.google.gwt/gwt-user;com.google.gwt.core.shared;shared;0.913043;0.6505380000000001;0.664303;242;281;21;23;130;406;463;4;142;6;4;24;41;22;2;0
169;com.google.gwt/gwt-user;com.google.gwt.debug.client;client;1.0;0.65;0.65;104;104;7;7;56;179;179;4;56;5;4;13;14;13;3;3
170;com.google.gwt/gwt-user;com.google.gwt.dom.builder;builder;0.0;0.0;0.467847;0;5842;0;532;0;0;14562;0;6645;140;9;1590;1789;1414;0;0
171;com.google.gwt/gwt-user;com.google.gwt.dom.client;client;0.9735719999999999;0.5892569999999999;0.5892569999999999;8348;8348;1142;1142;5819;16217;16217;595;5819;460;595;1539;1220;1383;206;352
172;com.google.gwt/gwt-user;com.google.gwt.editor.client;client;1.0;0.859189;0.53156;720;1819;65;150;118;913;3874;15;1603;78;79;303;522;243;1;0
173;com.google.gwt/gwt-user;com.google.gwt.editor.rebind;rebind;0.666667;0.174556;0.217527;59;278;2;22;279;385;1461;8;1000;43;32;88;464;49;2;0
174;com.google.gwt/gwt-user;com.google.gwt.editor.ui;ui;0.0;0.0;0.622699;0;203;0;14;0;0;363;0;123;8;3;16;32;14;0;0
175;com.google.gwt/gwt-user;com.google.gwt.event.dom;dom;0.0;0.0;0.714404;0;4330;0;308;0;0;6795;0;1731;147;105;317;258;238;0;0
176;com.google.gwt/gwt-user;com.google.gwt.event.logical;logical;0.0;0.0;0.675974;0;1041;0;92;0;0;1736;0;499;23;30;92;117;70;0;0
177;com.google.gwt/gwt-user;com.google.gwt.event.shared;shared;0.39215700000000003;0.550079;0.5366850000000001;346;395;20;24;283;721;846;8;341;7;11;72;81;55;10;0
178;com.google.gwt/gwt-user;com.google.gwt.geolocation.client;client;1.0;0.6702359999999999;0.6702359999999999;313;313;25;25;154;555;555;22;154;11;22;39;23;31;7;4
179;com.google.gwt/gwt-user;com.google.gwt.http.client;client;0.927536;0.634768;0.634768;1121;1121;64;64;645;1973;1973;28;645;69;28;98;240;75;19;176
180;com.google.gwt/gwt-user;com.google.gwt.i18n.client;client;0.8860100000000001;0.5443439999999999;0.265295;3388;69839;171;1198;2836;6753;276330;97;193411;134;120;10622;56008;9586;21;0
181;com.google.gwt/gwt-user;com.google.gwt.i18n.linker;linker;0.5;0.273973;0.273973;80;80;1;1;212;314;314;0;212;7;0;9;142;1;1;0
182;com.google.gwt/gwt-user;com.google.gwt.i18n.rebind;rebind;0.503067;0.256795;0.273202;2088;2352;82;92;6043;8886;9402;150;6257;161;152;434;3073;302;84;0
183;com.google.gwt/gwt-user;com.google.gwt.i18n.server;server;0.5252100000000001;0.361858;0.36174;1387;1647;125;136;2446;4262;5066;105;2906;89;122;303;1207;259;36;0
184;com.google.gwt/gwt-user;com.google.gwt.i18n.shared;shared;0.7773720000000001;0.587733;0.188836;2961;12916;213;741;2077;5490;77666;48;55482;109;48;8073;8663;8008;16;0
185;com.google.gwt/gwt-user;com.google.gwt.i18n.tools;tools;0.9;0.25;0.25;180;180;9;9;540;813;813;18;540;13;18;49;233;35;12;0
186;com.google.gwt/gwt-user;com.google.gwt.json.client;client;0.892308;0.571281;0.571281;553;553;58;58;415;1159;1159;13;415;9;13;93;122;59;10;123
187;com.google.gwt/gwt-user;com.google.gwt.jsonp.client;client;0.565217;0.570874;0.570874;294;294;13;13;221;621;621;10;221;17;10;38;77;22;5;10
188;com.google.gwt/gwt-user;com.google.gwt.junit.client;client;0.814815;0.673624;0.5995739999999999;355;563;22;36;172;581;1063;10;376;20;24;72;96;54;3;0
189;com.google.gwt/gwt-user;com.google.gwt.junit.linker;linker;0.5;0.268966;0.268966;39;39;2;2;106;164;164;4;106;3;4;7;35;4;3;0
190;com.google.gwt/gwt-user;com.google.gwt.junit.rebind;rebind;1.0;0.281553;0.281553;58;58;2;2;148;226;226;5;148;2;5;11;69;1;1;0
191;com.google.gwt/gwt-user;com.google.gwt.junit.server;server;0.25;0.22285700000000003;0.22285700000000003;39;39;1;1;136;196;196;4;136;4;4;12;61;3;1;0
192;com.google.gwt/gwt-user;com.google.gwt.junit.tools;tools;0.25;0.339744;0.339744;53;53;1;1;103;178;178;2;103;2;2;9;51;3;1;60
193;com.google.gwt/gwt-user;com.google.gwt.layout.client;client;0.941176;0.407231;0.407231;428;428;32;32;623;1173;1173;5;623;57;5;50;330;38;5;20
194;com.google.gwt/gwt-user;com.google.gwt.logging.client;client;0.318841;0.359848;0.359848;380;380;22;22;676;1221;1221;14;676;22;14;95;245;75;33;25
195;com.google.gwt/gwt-user;com.google.gwt.logging.impl;impl;0.571429;0.45783100000000004;0.45783100000000004;114;114;8;8;135;282;282;6;135;2;6;22;51;13;4;4
196;com.google.gwt/gwt-user;com.google.gwt.logging.server;server;0.681818;0.494475;0.494475;179;179;15;15;183;414;414;0;183;5;0;22;72;18;7;3
197;com.google.gwt/gwt-user;com.google.gwt.logging.shared;shared;0.5;0.782609;0.782609;54;54;2;2;15;81;81;0;15;0;0;2;0;2;0;2
198;com.google.gwt/gwt-user;com.google.gwt.media.client;client;0.9322030000000001;0.649044;0.649044;577;577;55;55;312;969;969;22;312;2;22;67;99;56;9;4
199;com.google.gwt/gwt-user;com.google.gwt.media.dom;dom;0.0;0.0;0.836601;0;128;0;6;0;0;169;0;25;4;1;6;0;4;0;0
200;com.google.gwt/gwt-user;com.google.gwt.place.impl;impl;0.28571399999999997;0.390244;0.390244;32;32;2;2;50;94;94;4;50;3;4;7;21;5;2;3
201;com.google.gwt/gwt-user;com.google.gwt.place.rebind;rebind;0.5;0.16885999999999998;0.16885999999999998;77;77;1;1;379;540;540;10;379;11;10;24;179;7;3;1
202;com.google.gwt/gwt-user;com.google.gwt.place.shared;shared;0.8653850000000001;0.612676;0.612676;435;435;45;45;275;808;808;12;275;15;12;49;74;40;12;129
203;com.google.gwt/gwt-user;com.google.gwt.precompress.linker;linker;0.333333;0.335135;0.335135;62;62;1;1;123;208;208;1;123;3;1;6;45;3;3;1
204;com.google.gwt/gwt-user;com.google.gwt.regexp.shared;shared;0.923077;0.585921;0.585921;283;283;24;24;200;542;542;9;200;15;9;25;91;23;3;64
205;com.google.gwt/gwt-user;com.google.gwt.resources.client;client;0.8979590000000001;0.7586579999999999;0.669967;701;812;44;55;223;1008;1350;16;400;22;30;66;71;52;2;0
206;com.google.gwt/gwt-user;com.google.gwt.resources.converter;converter;0.228571;0.18848199999999998;0.18848199999999998;288;288;16;16;1240;1857;1857;7;1240;64;7;99;564;60;12;1
207;com.google.gwt/gwt-user;com.google.gwt.resources.css;css;0.329268;0.21531599999999998;0.274976;672;1456;27;111;2449;3610;6191;26;3839;120;76;492;1565;390;30;0
208;com.google.gwt/gwt-user;com.google.gwt.resources.ext;ext;0.97619;0.607985;0.607985;670;670;41;41;432;1223;1223;10;432;6;10;49;151;37;4;32
209;com.google.gwt/gwt-user;com.google.gwt.resources.gss;gss;0.23913;0.294083;0.2992;502;561;22;26;1205;2035;2239;26;1314;66;32;134;462;100;21;0
210;com.google.gwt/gwt-user;com.google.gwt.resources.rebind;rebind;0.0;0.0;0.313864;0;489;0;7;0;0;1816;0;1069;41;15;71;494;32;0;0
211;com.google.gwt/gwt-user;com.google.gwt.resources.rg;rg;0.34;0.205104;0.205104;876;876;17;17;3395;5020;5020;50;3395;139;50;214;1665;114;38;32
212;com.google.gwt/gwt-user;com.google.gwt.safecss.shared;shared;1.0;0.643967;0.643967;1078;1078;121;121;596;1845;1845;0;596;6;0;129;220;123;7;19
213;com.google.gwt/gwt-user;com.google.gwt.safehtml.client;client;1.0;0.8742139999999999;0.8742139999999999;139;139;4;4;20;170;170;0;20;0;0;2;0;1;0;34
214;com.google.gwt/gwt-user;com.google.gwt.safehtml.rebind;rebind;0.571429;0.5279010000000001;0.5279010000000001;596;596;4;4;533;1241;1241;13;533;34;13;42;203;28;8;4
215;com.google.gwt/gwt-user;com.google.gwt.safehtml.shared;shared;0.983333;0.656446;0.674801;1049;1189;59;65;549;1725;1908;1;573;22;1;67;208;58;9;0
216;com.google.gwt/gwt-user;com.google.gwt.storage.client;client;1.0;0.602186;0.602186;551;551;32;32;364;1049;1049;16;364;14;16;71;113;54;11;19
217;com.google.gwt/gwt-user;com.google.gwt.text.client;client;0.703704;0.514512;0.514512;195;195;19;19;184;443;443;0;184;9;0;25;55;19;8;10
218;com.google.gwt/gwt-user;com.google.gwt.text.shared;shared;0.65;0.694656;0.680672;182;243;13;17;80;300;411;1;114;6;1;21;21;17;4;0
219;com.google.gwt/gwt-user;com.google.gwt.touch.client;client;0.783784;0.528442;0.528442;641;641;29;29;572;1359;1359;16;572;42;16;76;253;47;14;5
220;com.google.gwt/gwt-user;com.google.gwt.typedarrays.client;client;0.21472399999999997;0.33544;0.33544;743;743;70;70;1472;2740;2740;33;1472;7;33;342;354;308;18;10
221;com.google.gwt/gwt-user;com.google.gwt.typedarrays.server;server;0.158228;0.21563200000000002;0.21563200000000002;309;309;25;25;1124;1634;1634;22;1124;6;22;157;497;145;13;1
222;com.google.gwt/gwt-user;com.google.gwt.typedarrays.shared;shared;0.580153;0.678813;0.678813;1304;1304;152;152;617;2214;2214;34;617;11;34;251;167;247;5;97
223;com.google.gwt/gwt-user;com.google.gwt.uibinder.attributeparsers;attributeparsers;0.818182;0.41781999999999997;0.41781999999999997;483;483;18;18;673;1320;1320;9;673;43;9;62;232;37;20;14
224;com.google.gwt/gwt-user;com.google.gwt.uibinder.client;client;0.9444440000000001;0.7007869999999999;0.597619;356;502;17;18;152;559;937;0;338;15;4;33;119;8;3;0
225;com.google.gwt/gwt-user;com.google.gwt.uibinder.elementparsers;elementparsers;0.526316;0.332768;0.332768;1374;1374;50;50;2755;4760;4760;20;2755;108;20;167;1092;95;70;6
226;com.google.gwt/gwt-user;com.google.gwt.uibinder.rebind;rebind;0.6472600000000001;0.339623;0.343474;2448;3229;189;252;4760;8258;10753;110;6172;320;174;621;2873;424;47;0
227;com.google.gwt/gwt-user;com.google.gwt.user.cellview;cellview;0.0;0.0;0.450288;0;6884;0;525;0;0;17255;0;8404;360;254;1186;3741;840;0;0
228;com.google.gwt/gwt-user;com.google.gwt.user.client;client;0.969283;0.6229;0.534356;3003;29357;284;2288;1818;5414;62639;82;25582;892;685;4235;9337;3323;33;0
229;com.google.gwt/gwt-user;com.google.gwt.user.datepicker;datepicker;0.0;0.0;0.397673;0;991;0;105;0;0;2879;0;1501;60;58;246;633;181;0;0
230;com.google.gwt/gwt-user;com.google.gwt.user.linker;linker;0.0;0.0;0.323615;0;111;0;4;0;0;389;0;232;9;9;21;85;13;0;0
231;com.google.gwt/gwt-user;com.google.gwt.user.rebind;rebind;0.42105299999999996;0.362103;0.291925;365;2451;24;60;643;1163;9700;13;5945;183;110;454;3093;211;7;0
232;com.google.gwt/gwt-user;com.google.gwt.user.server;server;1.0;0.42939499999999997;0.38629;149;2998;9;138;198;390;8684;2;4763;142;52;407;1962;245;2;0
233;com.google.gwt/gwt-user;com.google.gwt.user.tools;tools;0.384615;0.170163;0.251452;146;303;5;14;712;984;1377;31;902;14;42;88;406;77;21;0
234;com.google.gwt/gwt-user;com.google.gwt.useragent.client;client;0.8;0.64486;0.64486;69;69;8;8;38;120;120;2;38;0;2;8;7;6;3;1
235;com.google.gwt/gwt-user;com.google.gwt.useragent.rebind;rebind;0.5;0.296748;0.296748;73;73;3;3;173;286;286;1;173;10;1;7;75;3;3;0
236;com.google.gwt/gwt-user;com.google.gwt.validation.client;client;0.62963;0.584565;0.41221800000000003;356;2139;17;139;253;691;5890;6;3050;158;78;369;922;310;9;0
237;com.google.gwt/gwt-user;com.google.gwt.validation.rebind;rebind;0.448276;0.20632199999999998;0.20632199999999998;594;594;13;13;2285;3311;3311;24;2285;29;24;137;1366;29;13;2
238;com.google.gwt/gwt-user;com.google.gwt.view.client;client;0.8359790000000001;0.533292;0.533292;1714;1714;158;158;1500;3608;3608;51;1500;73;51;239;578;193;26;94
239;com.google.gwt/gwt-user;com.google.gwt.xhr.client;client;0.9615379999999999;0.8175;0.8175;327;327;25;25;73;436;436;9;73;8;9;25;4;23;1;17
240;com.google.gwt/gwt-user;com.google.gwt.xml.client;client;0.9875;0.82384;0.583469;781;1433;79;83;167;1050;2896;31;1023;26;100;248;245;145;2;0
241;com.google.gwt/gwt-user;com.google.web.bindery.autobean;autobean;0.0;0.0;0.295589;0;2104;0;152;0;0;8053;0;5014;202;104;637;2151;495;0;0
242;com.google.gwt/gwt-user;com.google.web.bindery.event;event;0.0;0.0;0.42887;0;410;0;29;0;0;1103;0;546;22;13;89;204;54;0;0
243;com.google.gwt/gwt-user;com.google.web.bindery.requestfactory;requestfactory;0.0;0.0;0.360723;0;6045;0;369;0;0;18821;0;10713;423;295;1196;4399;927;0;0
244;com.google.gwt/gwt-user;com.google.gwt.animation.client.testing;testing;0.5;0.535714;0.535714;30;30;3;3;26;67;67;1;26;2;1;4;5;4;2;1
245;com.google.gwt/gwt-user;com.google.gwt.canvas.dom.client;client;0.9527559999999999;0.752387;0.752387;1261;1261;121;121;415;1881;1881;38;415;47;38;136;42;112;8;33
246;com.google.gwt/gwt-user;com.google.gwt.core.client.debug;debug;0.6;0.72067;0.72067;129;129;3;3;50;194;194;0;50;3;0;6;18;4;3;0
247;com.google.gwt/gwt-user;com.google.gwt.core.client.impl;impl;0.529412;0.439321;0.439321;1010;1010;36;36;1289;2841;2841;27;1289;64;27;193;526;104;38;15
248;com.google.gwt/gwt-user;com.google.gwt.core.client.prefetch;prefetch;0.9;0.607955;0.607955;107;107;9;9;69;199;199;1;69;1;1;9;27;7;2;2
249;com.google.gwt/gwt-user;com.google.gwt.core.client.testing;testing;0.428571;0.4875;0.4875;78;78;6;6;82;180;180;2;82;2;2;13;31;13;1;1
250;com.google.gwt/gwt-user;com.google.gwt.core.shared.impl;impl;0.5;0.764706;0.764706;39;39;2;2;12;57;57;0;12;0;0;2;1;2;2;2
251;com.google.gwt/gwt-user;com.google.gwt.dom.builder.client;client;0.143236;0.287905;0.287905;1164;1164;54;54;2879;4751;4751;3;2879;57;3;526;904;448;54;3
252;com.google.gwt/gwt-user;com.google.gwt.dom.builder.shared;shared;0.5090520000000001;0.554003;0.554003;4678;4678;478;478;3766;9811;9811;6;3766;83;6;1064;885;966;60;122
253;com.google.gwt/gwt-user;com.google.gwt.editor.client.adapters;adapters;0.605263;0.51768;0.51768;366;366;23;23;341;795;795;9;341;17;9;59;138;45;9;31
254;com.google.gwt/gwt-user;com.google.gwt.editor.client.impl;impl;0.3;0.33105500000000004;0.33105500000000004;436;436;21;21;881;1522;1522;37;881;46;37;138;317;96;21;6
255;com.google.gwt/gwt-user;com.google.gwt.editor.client.testing;testing;0.683333;0.530357;0.530357;297;297;41;41;263;644;644;18;263;14;18;56;66;53;9;2
256;com.google.gwt/gwt-user;com.google.gwt.editor.rebind.model;model;0.465116;0.232979;0.232979;219;219;20;20;721;1076;1076;24;721;40;24;73;328;48;5;7
257;com.google.gwt/gwt-user;com.google.gwt.editor.ui.client;client;1.0;0.588608;0.622699;93;203;7;14;65;175;363;0;123;8;3;16;32;14;1;0
258;com.google.gwt/gwt-user;com.google.gwt.event.dom.client;client;0.867606;0.714404;0.714404;4330;4330;308;308;1731;6795;6795;105;1731;147;105;317;258;238;56;355
259;com.google.gwt/gwt-user;com.google.gwt.event.logical.shared;shared;0.92;0.675974;0.675974;1041;1041;92;92;499;1736;1736;30;499;23;30;92;117;70;10;433
260;com.google.gwt/gwt-user;com.google.gwt.event.shared.testing;testing;0.28571399999999997;0.45794399999999996;0.45794399999999996;49;49;4;4;58;125;125;3;58;1;3;13;13;13;1;2
261;com.google.gwt/gwt-user;com.google.gwt.i18n.client.constants;constants;0.013888900000000001;0.251719;0.251719;183;183;7;7;544;1225;1225;2;544;0;2;497;0;497;0;11
262;com.google.gwt/gwt-user;com.google.gwt.i18n.client.impl;impl;0.390244;0.544;0.25855700000000004;204;66268;16;1020;171;419;268352;19;190031;10;21;9821;54763;8880;4;0
263;com.google.gwt/gwt-user;com.google.gwt.i18n.rebind.format;format;0.833333;0.46;0.46;138;138;5;5;162;321;321;2;162;0;2;10;86;4;1;1
264;com.google.gwt/gwt-user;com.google.gwt.i18n.rebind.keygen;keygen;0.625;0.707865;0.707865;126;126;5;5;52;195;195;0;52;0;0;4;14;4;3;0
265;com.google.gwt/gwt-user;com.google.gwt.i18n.server.impl;impl;0.190476;0.25990100000000005;0.25990100000000005;105;105;4;4;299;446;446;16;299;4;16;26;137;21;4;3
266;com.google.gwt/gwt-user;com.google.gwt.i18n.server.keygen;keygen;0.5;0.625954;0.625954;82;82;3;3;49;148;148;0;49;0;0;3;16;3;3;2
267;com.google.gwt/gwt-user;com.google.gwt.i18n.server.testing;testing;0.235294;0.394595;0.394595;73;73;4;4;112;210;210;1;112;5;1;13;10;13;1;3
268;com.google.gwt/gwt-user;com.google.gwt.i18n.shared.impl;impl;1.0;0.44954099999999997;0.157118;147;9955;16;528;180;364;72176;0;53405;17;0;7749;7827;7749;1;0
269;com.google.gwt/gwt-user;com.google.gwt.junit.client.impl;impl;0.333333;0.504854;0.504854;208;208;14;14;204;482;482;14;204;11;14;39;51;32;8;8
270;com.google.gwt/gwt-user;com.google.gwt.media.dom.client;client;1.0;0.836601;0.836601;128;128;6;6;25;169;169;1;25;4;1;6;0;4;2;4
271;com.google.gwt/gwt-user;com.google.gwt.resources.client.impl;impl;0.478261;0.385417;0.385417;111;111;11;11;177;342;342;14;177;16;14;28;59;26;6;2
272;com.google.gwt/gwt-user;com.google.gwt.resources.css.ast;ast;0.33070900000000003;0.360626;0.360626;784;784;84;84;1390;2581;2581;50;1390;52;50;277;481;257;36;43
273;com.google.gwt/gwt-user;com.google.gwt.resources.gss.ast;ast;0.2;0.35119;0.35119;59;59;4;4;109;204;204;6;109;4;6;18;37;17;3;9
274;com.google.gwt/gwt-user;com.google.gwt.resources.rebind.context;context;0.318182;0.313864;0.313864;489;489;7;7;1069;1816;1816;15;1069;41;15;71;494;32;11;0
275;com.google.gwt/gwt-user;com.google.gwt.safehtml.shared.annotations;annotations;1.0;0.8536590000000001;0.8536590000000001;140;140;6;6;24;183;183;0;24;0;0;0;0;0;0;73
276;com.google.gwt/gwt-user;com.google.gwt.text.shared.testing;testing;0.666667;0.642105;0.642105;61;61;4;4;34;111;111;0;34;2;0;6;8;4;2;7
277;com.google.gwt/gwt-user;com.google.gwt.uibinder.client.impl;impl;0.5;0.439759;0.439759;146;146;1;1;186;378;378;4;186;9;4;17;91;1;2;0
278;com.google.gwt/gwt-user;com.google.gwt.uibinder.rebind.messages;messages;0.5625;0.342246;0.342246;256;256;18;18;492;849;849;13;492;33;13;54;224;35;8;13
279;com.google.gwt/gwt-user;com.google.gwt.uibinder.rebind.model;model;0.625;0.363322;0.363322;525;525;45;45;920;1646;1646;51;920;68;51;98;373;67;11;11
280;com.google.gwt/gwt-user;com.google.gwt.user.cellview.client;client;0.8215959999999999;0.450288;0.450288;6884;6884;525;525;8404;17255;17255;254;8404;360;254;1186;3741;840;93;166
281;com.google.gwt/gwt-user;com.google.gwt.user.client.impl;impl;0.314286;0.620508;0.620508;708;708;22;22;433;1493;1493;21;433;15;21;101;96;68;17;4
282;com.google.gwt/gwt-user;com.google.gwt.user.client.rpc;rpc;0.696078;0.7599100000000001;0.45141000000000003;1016;2657;71;173;321;1482;6788;11;3229;100;42;503;869;439;11;0
283;com.google.gwt/gwt-user;com.google.gwt.user.client.ui;ui;0.7454770000000001;0.533075;0.533499;22040;22989;1772;1809;19305;46727;48944;504;20102;685;540;3261;7795;2518;297;0
284;com.google.gwt/gwt-user;com.google.gwt.user.datepicker.client;client;0.8536590000000001;0.397673;0.397673;991;991;105;105;1501;2879;2879;58;1501;60;58;246;633;181;26;23
285;com.google.gwt/gwt-user;com.google.gwt.user.linker.rpc;rpc;0.235294;0.323615;0.323615;111;111;4;4;232;389;389;9;232;9;9;21;85;13;4;1
286;com.google.gwt/gwt-user;com.google.gwt.user.rebind.rpc;rpc;0.548387;0.275061;0.275061;1811;1811;34;34;4773;7586;7586;77;4773;134;77;321;2531;118;38;5
287;com.google.gwt/gwt-user;com.google.gwt.user.rebind.ui;ui;0.666667;0.34204;0.34204;275;275;2;2;529;951;951;20;529;23;20;47;261;31;8;1
288;com.google.gwt/gwt-user;com.google.gwt.user.server.rpc;rpc;0.8674700000000001;0.537031;0.384273;1675;2849;72;129;1444;3462;8294;24;4565;140;50;398;1846;238;14;0
289;com.google.gwt/gwt-user;com.google.gwt.user.tools.util;util;0.391304;0.45245;0.45245;157;157;9;9;190;393;393;11;190;1;11;20;77;19;6;2
290;com.google.gwt/gwt-user;com.google.gwt.validation.client.constraints;constraints;0.451219;0.528701;0.528701;700;700;37;37;624;1512;1512;0;624;9;0;53;172;46;36;37
291;com.google.gwt/gwt-user;com.google.gwt.validation.client.impl;impl;0.295455;0.32329;0.33044;912;1028;65;82;1909;3185;3518;58;2083;137;67;274;672;232;32;0
292;com.google.gwt/gwt-user;com.google.gwt.validation.client.spi;spi;0.214286;0.37931;0.37931;55;55;3;3;90;169;169;5;90;4;5;11;16;11;3;3
293;com.google.gwt/gwt-user;com.google.gwt.xml.client.impl;impl;0.266667;0.43236099999999994;0.43236099999999994;652;652;4;4;856;1846;1846;69;856;7;69;181;225;80;20;5
294;com.google.gwt/gwt-user;com.google.web.bindery.autobean.gwt;gwt;0.0;0.0;0.21948099999999998;0;516;0;28;0;0;2685;0;1835;59;42;192;868;137;0;0
295;com.google.gwt/gwt-user;com.google.web.bindery.autobean.shared;shared;0.977273;0.511506;0.370936;778;1118;86;105;743;1688;3413;18;1896;89;38;319;718;276;24;0
296;com.google.gwt/gwt-user;com.google.web.bindery.autobean.vm;vm;0.7;0.620112;0.26811199999999996;111;470;7;19;68;200;1955;2;1283;54;24;126;565;82;3;0
297;com.google.gwt/gwt-user;com.google.web.bindery.event.shared;shared;0.6176470000000001;0.471141;0.42887;351;410;21;29;394;855;1103;8;546;22;13;89;204;54;12;0
298;com.google.gwt/gwt-user;com.google.web.bindery.requestfactory.apt;apt;0.235294;0.275255;0.275255;782;782;4;4;2059;3139;3139;9;2059;64;9;169;899;126;30;2
299;com.google.gwt/gwt-user;com.google.web.bindery.requestfactory.gwt;gwt;0.0;0.0;0.360795;0;1016;0;73;0;0;3179;0;1800;87;56;208;715;160;0;0
300;com.google.gwt/gwt-user;com.google.web.bindery.requestfactory.server;server;0.538462;0.285367;0.292244;1291;1349;63;66;3233;5071;5171;72;3267;125;72;332;1438;255;41;0
301;com.google.gwt/gwt-user;com.google.web.bindery.requestfactory.shared;shared;0.940678;0.729122;0.47803199999999996;1362;2633;111;210;506;2050;6236;37;2875;121;139;426;1027;343;8;0
